Unnamed: 0,input_rate,output_rate,latency,bridge-pcm_System-Date,bridge-pcm_System-Time,bridge-pcm_Socket 0-EXEC,bridge-pcm_Socket 0-IPC,bridge-pcm_Socket 0-FREQ,bridge-pcm_Socket 0-AFREQ,bridge-pcm_Socket 0-L3MISS,bridge-pcm_Socket 0-L2MISS,bridge-pcm_Socket 0-L3HIT,bridge-pcm_Socket 0-L2HIT,bridge-pcm_Socket 0-L3MPI,bridge-pcm_Socket 0-L2MPI,bridge-pcm_Socket 0-L3OCC,bridge-pcm_Socket 0-READ,bridge-pcm_Socket 0-WRITE,bridge-pcm_Socket 0-LOCAL,bridge-pcm_Socket 0-TEMP,bridge-pcm_Socket 0-INST,bridge-pcm_Socket 0-ACYC,bridge-pcm_Socket 0-TIME(ticks),bridge-pcm_Socket 0-PhysIPC,bridge-pcm_Socket 0-PhysIPC%,bridge-pcm_Socket 0-INSTnom,bridge-pcm_Socket 0-INSTnom%,bridge-pcm_Socket 1-EXEC,bridge-pcm_Socket 1-IPC,bridge-pcm_Socket 1-FREQ,bridge-pcm_Socket 1-AFREQ,bridge-pcm_Socket 1-L3MISS,bridge-pcm_Socket 1-L2MISS,bridge-pcm_Socket 1-L3HIT,bridge-pcm_Socket 1-L2HIT,bridge-pcm_Socket 1-L3MPI,bridge-pcm_Socket 1-L2MPI,bridge-pcm_Socket 1-L3OCC,bridge-pcm_Socket 1-READ,bridge-pcm_Socket 1-WRITE,bridge-pcm_Socket 1-LOCAL,bridge-pcm_Socket 1-TEMP,bridge-pcm_Socket 1-INST,bridge-pcm_Socket 1-ACYC,bridge-pcm_Socket 1-TIME(ticks),bridge-pcm_Socket 1-PhysIPC,bridge-pcm_Socket 1-PhysIPC%,bridge-pcm_Socket 1-INSTnom,bridge-pcm_Socket 1-INSTnom%,bridge-pcm_SKT0 Core C-State-C0res%,bridge-pcm_SKT0 Core C-State-C1res%,bridge-pcm_SKT0 Core C-State-C3res%,bridge-pcm_SKT0 Core C-State-C6res%,bridge-pcm_SKT0 Core C-State-C7res%,bridge-pcm_SKT0 Package C-State-C0res%,bridge-pcm_SKT0 Package C-State-C2res%,bridge-pcm_SKT0 Package C-State-C3res%,bridge-pcm_SKT0 Package C-State-C6res%,bridge-pcm_SKT0 Package C-State-C7res%,bridge-pcm_SKT1 Core C-State-C0res%,bridge-pcm_SKT1 Core C-State-C1res%,bridge-pcm_SKT1 Core C-State-C3res%,bridge-pcm_SKT1 Core C-State-C6res%,bridge-pcm_SKT1 Core C-State-C7res%,bridge-pcm_SKT1 Package C-State-C0res%,bridge-pcm_SKT1 Package C-State-C2res%,bridge-pcm_SKT1 Package C-State-C3res%,bridge-pcm_SKT1 Package C-State-C6res%,bridge-pcm_SKT1 Package C-State-C7res%,bridge-pcm_Proc Energy (Joules)-SKT0,bridge-pcm_Proc Energy (Joules)-SKT1,bridge-pcm_DRAM Energy (Joules)-SKT0,bridge-pcm_DRAM Energy (Joules)-SKT1,bridge-pcm_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_UncFREQ (Ghz)-SKT0,bridge-pcm_UncFREQ (Ghz)-SKT1,bridge-pcm_Core3 (Socket 0)-EXEC,bridge-pcm_Core3 (Socket 0)-IPC,bridge-pcm_Core3 (Socket 0)-FREQ,bridge-pcm_Core3 (Socket 0)-AFREQ,bridge-pcm_Core3 (Socket 0)-L3MISS,bridge-pcm_Core3 (Socket 0)-L2MISS,bridge-pcm_Core3 (Socket 0)-L3HIT,bridge-pcm_Core3 (Socket 0)-L2HIT,bridge-pcm_Core3 (Socket 0)-L3MPI,bridge-pcm_Core3 (Socket 0)-L2MPI,bridge-pcm_Core3 (Socket 0)-L3OCC,bridge-pcm_Core3 (Socket 0)-C0res%,bridge-pcm_Core3 (Socket 0)-C1res%,bridge-pcm_Core3 (Socket 0)-C3res%,bridge-pcm_Core3 (Socket 0)-C6res%,bridge-pcm_Core3 (Socket 0)-C7res%,bridge-pcm_Core3 (Socket 0)-TEMP,bridge-pcm_Core3 (Socket 0)-INST,bridge-pcm_Core3 (Socket 0)-ACYC,bridge-pcm_Core3 (Socket 0)-TIME(ticks),bridge-pcm_Core3 (Socket 0)-PhysIPC,bridge-pcm_Core3 (Socket 0)-PhysIPC%,bridge-pcm_Core3 (Socket 0)-INSTnom,bridge-pcm_Core3 (Socket 0)-INSTnom%,bridge-pcm_-,nf_out_nfs[i].tag,nf_out_nfs[i].instance_id,nf_out_nfs[i].service_id,nf_out_nfs[i].thread_info.core,nf_out_rx_pps,nf_out_tx_pps,nf_out_rx,nf_out_tx,nf_out_act_out,nf_out_act_tonf,nf_out_act_drop,nf_out_nfs[i].thread_info.parent,nf_out_state,nf_out_rte_atomic16_read(&nfs[i].thread_info.children_cnt),nf_out_rx_drop_rate,nf_out_tx_drop_rate,nf_out_rx_drop,nf_out_tx_drop,nf_out_act_next,nf_out_act_buffer,nf_out_act_returned,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_SKT1-Ch0Read,pcm-memory_new_SKT1-Ch0Write,pcm-memory_new_SKT1-Ch1Read,pcm-memory_new_SKT1-Ch1Write,pcm-memory_new_SKT1-Mem Read (MB/s),pcm-memory_new_SKT1-Mem Write (MB/s),pcm-memory_new_SKT1-P. Write (T/s),pcm-memory_new_SKT1-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory
302,9974.5462155395,9926.1721741649,15000.0,2023-10-29,23:08:05.485,0.5,2.7,0.19,1.19,0.05,29.01,1.0,0.38,0.0,0.0011,22440.0,0.21,1.28,99.0,42.0,26084.92,9644.54,2597.49,5.41,135.23,1.0,25.11,0.23,1.73,0.13,1.23,0.05,9.58,0.99,0.42,0.0,0.0008,25120.0,0.98,0.0,99.0,29.0,11942.54,6894.27,2597.49,3.46,86.61,0.46,11.49,15.66,15.82,0.01,68.51,0.0,100.0,0.0,0.0,0.0,0.0,10.75,13.37,0.0,75.88,0.0,100.0,0.0,0.0,0.0,0.0,57.71,53.57,4.58,4.54,0.03,0.1,3.0,3.0,3.92,3.31,1.19,1.19,0.0,10.67,1.0,0.14,0.0,0.001,3120.0,99.78,0.22,0.0,0.0,0.0,44.0,10187.4,3080.99,2597.49,6.61,165.33,7.84,196.11,,bridge,1.0,1.0,3.0,814199.0,814199.0,243590218.0,243590218.0,243590218.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941419e+16,10297336.0,3.940649673946675e+16,3.5465847065877984e+16,142184.0,439740.0,3940649673950612.0,3.9406496739467016e+16,1.970324836974579e+16,3.5465847065545624e+16,2.758454771767079e+16,8526294.0,3940649673949156.0,4340.0,42.78,602.29,165.14,674.6,207.92,1276.89,105007.0,1484.81,489.84,4.04,487.32,0.65,977.15,4.69,54533.0,981.84,1185.07,1281.58,2466.65
303,9999.5517987334,9960.4848398458,624.47,2023-10-29,23:08:06.485,0.5,2.71,0.19,1.19,0.04,28.9,1.0,0.38,0.0,0.0011,21840.0,0.21,1.28,99.0,42.0,26086.25,9640.69,2597.88,5.41,135.29,1.0,25.1,0.23,1.73,0.13,1.23,0.05,9.73,1.0,0.42,0.0,0.0008,25960.0,0.97,0.0,99.0,28.0,11969.53,6907.74,2597.88,3.47,86.64,0.46,11.52,15.64,15.59,0.0,68.78,0.0,100.0,0.0,0.0,0.0,0.0,10.77,13.37,0.02,75.85,0.0,100.0,0.0,0.0,0.0,0.0,57.62,53.54,4.59,4.53,0.03,0.1,3.0,3.0,3.93,3.31,1.19,1.19,0.0,10.65,1.0,0.13,0.0,0.001,3080.0,99.8,0.2,0.0,0.0,0.0,43.0,10204.23,3084.53,2597.88,6.62,165.41,7.86,196.39,,bridge,1.0,1.0,3.0,811846.0,811842.0,244402077.0,244402073.0,244402073.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941372e+16,10397030.0,3.94064967394902e+16,3.546584706588161e+16,179410.0,443352.0,3940649673946790.5,3.940649673946002e+16,2.3643898043694964e+16,3.546584706554228e+16,2.758454771767496e+16,8511804.0,3940649673949142.5,4340.0,43.47,602.45,168.35,675.83,211.82,1278.28,105138.0,1490.1,485.9,4.08,483.87,0.69,969.77,4.78,54421.0,974.55,1181.59,1283.06,2464.65
304,9999.5948704426,9954.5321378205,633.831,2023-10-29,23:08:07.486,0.5,2.69,0.19,1.19,0.05,29.02,1.0,0.38,0.0,0.0011,22040.0,0.21,1.28,99.0,42.0,26053.73,9693.28,2597.59,5.38,134.39,1.0,25.07,0.23,1.73,0.13,1.23,0.04,9.64,1.0,0.42,0.0,0.0008,25560.0,0.96,0.0,99.0,29.0,11983.9,6945.56,2597.59,3.45,86.27,0.46,11.53,15.73,15.62,0.0,68.65,0.0,100.0,0.0,0.0,0.0,0.0,10.83,13.26,0.0,75.9,0.0,100.0,0.0,0.0,0.0,0.0,57.68,53.57,4.58,4.54,0.03,0.13,3.0,3.0,3.92,3.3,1.19,1.19,0.0,10.66,1.0,0.13,0.0,0.001,3080.0,99.77,0.23,0.0,0.0,0.0,44.0,10187.15,3082.6,2597.59,6.61,165.24,7.84,196.09,,bridge,1.0,1.0,3.0,814186.0,814186.0,245216273.0,245216273.0,245216273.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,227402.0,13230378.0,3.940649673938619e+16,3.546584706600732e+16,273112.0,578242.0,3940649673951857.5,103012.0,1.9703248369745736e+16,3.5465847065530084e+16,2.7584547717669404e+16,12497534.0,3940649673949156.0,1.1821949021847426e+16,43.07,601.7,166.11,674.34,209.18,1276.04,105019.0,1485.22,481.72,3.97,478.43,0.58,960.16,4.55,54505.0,964.71,1169.33,1280.59,2449.92
305,9999.5942651215,9959.1430700911,618.637,2023-10-29,23:08:08.486,0.5,2.5,0.2,1.17,0.44,29.74,0.99,0.38,0.0,0.0012,22360.0,0.28,1.29,98.0,42.0,25834.12,10338.35,2596.01,5.0,124.94,0.99,24.87,0.23,1.57,0.15,1.21,0.68,12.82,0.95,0.45,0.0001,0.0011,24200.0,1.11,0.04,98.0,28.0,11972.3,7627.76,2596.01,3.14,78.48,0.46,11.53,16.98,18.42,0.08,64.51,0.0,100.0,0.0,0.0,0.0,0.0,12.14,15.95,0.06,71.85,0.0,100.0,0.0,0.0,0.0,0.0,58.16,54.37,4.61,4.59,0.17,0.05,3.0,3.0,3.91,3.33,1.17,1.18,0.0,9.91,1.0,0.14,0.0,0.001,2840.0,99.58,0.42,0.0,0.0,0.0,44.0,10157.89,3049.09,2596.01,6.66,166.57,7.83,195.65,,bridge,1.0,1.0,3.0,814125.0,814125.0,246030412.0,246030412.0,246030412.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941852e+16,13831552.0,3.94064967394905e+16,3.546584706601688e+16,266546.0,591654.0,3940649673946510.5,2.364389804369215e+16,1.970324836974578e+16,3.5465847065546984e+16,2.7584547717683e+16,12195106.0,3940649673949156.0,1.182194902184744e+16,59.32,601.56,219.61,693.42,278.93,1294.98,105152.0,1573.91,560.52,22.74,555.21,19.08,1115.73,41.83,54869.0,1157.56,1394.66,1336.81,2731.47
306,9999.5945631257,9960.6194020007,627.411,2023-10-29,23:08:09.485,0.5,2.7,0.19,1.19,0.07,29.04,1.0,0.38,0.0,0.0011,22360.0,0.2,1.28,99.0,42.0,26076.74,9675.28,2596.52,5.39,134.76,1.0,25.11,0.23,1.73,0.13,1.23,0.08,9.74,0.99,0.42,0.0,0.0008,24480.0,1.05,0.01,99.0,28.0,11964.98,6918.87,2596.52,3.46,86.47,0.46,11.52,15.71,15.68,0.0,68.61,0.0,100.0,0.0,0.0,0.0,0.0,10.8,13.35,0.0,75.85,0.0,100.0,0.0,0.0,0.0,0.0,57.59,53.5,4.59,4.56,0.0,0.0,3.0,3.0,3.92,3.3,1.19,1.19,0.0,10.68,1.0,0.14,0.0,0.001,2920.0,99.77,0.23,0.0,0.0,0.0,43.0,10183.01,3081.19,2596.52,6.61,165.24,7.84,196.08,,bridge,1.0,1.0,3.0,814093.0,814094.0,246844513.0,246844513.0,246844513.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941379e+16,13747958.0,3.94064967394903e+16,3.546584706601125e+16,307496.0,587706.0,3940649673946678.5,3.94064967394643e+16,1.576259869579661e+16,3.546584706554868e+16,2.7584547717684904e+16,11782946.0,3940649673949142.5,1.182194902184737e+16,42.12,604.63,159.92,675.13,202.03,1279.76,104974.0,1481.8,528.64,4.84,524.44,1.45,1053.08,6.3,54864.0,1059.38,1255.11,1286.06,2541.17
307,9999.6062574567,9534.5578585099,639.462,2023-10-29,23:08:10.485,0.5,2.71,0.19,1.19,0.04,28.95,1.0,0.38,0.0,0.0011,22120.0,0.21,1.28,99.0,42.0,26092.43,9644.5,2598.16,5.41,135.27,1.0,25.11,0.23,1.73,0.13,1.23,0.05,9.74,0.99,0.42,0.0,0.0008,24440.0,1.02,0.0,99.0,29.0,11977.09,6913.78,2598.16,3.46,86.62,0.46,11.53,15.64,15.59,0.0,68.77,0.0,100.0,0.0,0.0,0.0,0.0,10.78,13.33,0.01,75.88,0.0,100.0,0.0,0.0,0.0,0.0,57.63,53.54,4.59,4.55,0.33,0.0,3.0,3.0,3.93,3.31,1.19,1.19,0.0,10.67,1.0,0.14,0.0,0.001,2920.0,99.77,0.23,0.0,0.0,0.0,44.0,10199.14,3083.88,2598.16,6.61,165.36,7.85,196.28,,bridge,1.0,1.0,3.0,814146.0,814145.0,247658674.0,247658673.0,247658673.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941738e+16,13728120.0,3.94064967394907e+16,3.5465847066006856e+16,315812.0,588616.0,3940649673946622.5,3.546584706552818e+16,1.5762598695796582e+16,3.5465847065537016e+16,2.758454771767965e+16,11679164.0,3940649673949142.5,3940649673949856.0,42.89,604.15,164.93,676.28,207.82,1280.43,105115.0,1488.26,511.45,4.17,508.51,0.77,1019.97,4.94,54839.0,1024.91,1227.79,1285.37,2513.16
308,9997.6826060951,9923.1584438052,641.994,2023-10-29,23:08:11.486,0.5,2.68,0.19,1.18,0.06,28.96,1.0,0.38,0.0,0.0011,21800.0,0.21,1.28,99.0,43.0,25937.51,9664.16,2597.68,5.37,134.19,1.0,24.96,0.23,1.73,0.13,1.23,0.06,9.69,0.99,0.42,0.0,0.0008,25440.0,1.0,0.01,99.0,29.0,11943.69,6904.01,2597.68,3.46,86.5,0.46,11.49,15.7,16.08,0.0,68.22,0.0,100.0,0.0,0.0,0.0,0.0,10.79,13.74,0.0,75.47,0.0,100.0,0.0,0.0,0.0,0.0,57.68,53.57,4.56,4.54,0.33,0.0,3.0,3.0,3.92,3.31,1.18,1.19,0.0,10.64,1.0,0.14,0.0,0.001,2960.0,99.75,0.25,0.0,0.0,0.0,43.0,10175.51,3077.12,2597.68,6.61,165.34,7.83,195.86,,bridge,1.0,1.0,3.0,800849.0,800849.0,248459533.0,248459533.0,248459533.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673940913e+16,13705804.0,3.940649673949029e+16,3.546584706601236e+16,303072.0,584710.0,3940649673946454.5,3.54658470655314e+16,2.364389804369495e+16,3.546584706554816e+16,2.75845477176782e+16,11439568.0,3940649673949156.0,7881299347898382.0,43.28,603.42,166.54,676.14,209.82,1279.56,105007.0,1489.38,503.16,4.3,498.79,0.92,1001.95,5.22,54504.0,1007.17,1211.77,1284.78,2496.56
309,9999.5886496593,9956.3981338068,625.475,2023-10-29,23:08:12.486,0.5,2.71,0.19,1.19,0.04,28.87,1.0,0.38,0.0,0.0011,21920.0,0.21,1.28,99.0,41.0,26107.36,9635.09,2597.84,5.42,135.48,1.0,25.12,0.23,1.74,0.13,1.23,0.05,9.73,1.0,0.42,0.0,0.0008,25520.0,0.99,0.0,99.0,28.0,11981.23,6901.07,2597.84,3.47,86.81,0.46,11.53,15.62,15.46,0.0,68.91,0.0,100.0,0.0,0.0,0.0,0.0,10.76,13.36,0.01,75.88,0.0,100.0,0.0,0.0,0.0,0.0,57.62,53.61,4.6,4.54,0.33,0.0,3.0,3.0,3.93,3.31,1.19,1.19,0.0,10.66,1.0,0.14,0.0,0.001,2960.0,99.81,0.19,0.0,0.0,0.0,44.0,10204.64,3085.38,2597.84,6.61,165.37,7.86,196.4,,bridge,1.0,1.0,3.0,813482.0,813482.0,249273039.0,249273039.0,249273039.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941624e+16,13655054.0,3.94064967394903e+16,3.5465847066011136e+16,315980.0,595014.0,3940649673946692.0,3.940649673945841e+16,7881299347898256.0,3.5465847065547724e+16,2.7584547717679988e+16,11496422.0,3940649673949156.0,3962.0,42.99,603.5,165.53,675.78,208.52,1279.28,105104.0,1487.81,497.24,4.16,492.14,0.76,989.39,4.92,54628.0,994.31,1197.91,1284.21,2482.12
310,9999.5944141236,9955.6862469067,640.243,2023-10-29,23:08:13.486,0.5,2.69,0.19,1.19,0.06,28.99,1.0,0.38,0.0,0.0011,22000.0,0.21,1.28,99.0,42.0,26010.91,9652.76,2597.57,5.39,134.73,1.0,25.03,0.23,1.73,0.13,1.23,0.05,9.73,0.99,0.42,0.0,0.0008,25280.0,0.98,0.01,99.0,28.0,11966.03,6903.9,2597.57,3.47,86.66,0.46,11.52,15.66,15.67,0.0,68.67,0.0,100.0,0.0,0.0,0.0,0.0,10.77,13.45,0.0,75.78,0.0,100.0,0.0,0.0,0.0,0.0,57.64,53.56,4.58,4.54,0.33,0.33,3.0,3.0,3.92,3.31,1.19,1.19,0.0,10.67,1.0,0.13,0.0,0.001,2960.0,99.77,0.23,0.0,0.0,0.0,44.0,10189.22,3081.92,2597.57,6.61,165.31,7.85,196.14,,bridge,1.0,1.0,3.0,814138.0,814138.0,250087189.0,250087189.0,250087189.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941684e+16,13741770.0,3.940649673949079e+16,3.5465847066014776e+16,315630.0,589204.0,3940649673946678.5,3.940649673945834e+16,7881299347898312.0,3.54658470655372e+16,2.7584547717684904e+16,11363464.0,3940649673949156.0,1.1821949021847398e+16,42.74,602.8,163.76,674.49,206.5,1277.29,105024.0,1483.79,491.17,4.22,485.86,0.83,977.03,5.05,54518.0,982.08,1183.53,1282.34,2465.88
311,9999.5941626826,9960.4310479436,655.075,2023-10-29,23:08:14.486,0.5,2.71,0.19,1.19,0.04,28.9,1.0,0.38,0.0,0.0011,22040.0,0.21,1.28,99.0,43.0,26038.43,9623.12,2597.48,5.41,135.29,1.0,25.06,0.23,1.73,0.13,1.23,0.06,9.68,0.99,0.42,0.0,0.0008,25480.0,0.98,0.01,99.0,27.0,11941.67,6892.73,2597.48,3.47,86.63,0.46,11.49,15.63,15.96,0.0,68.41,0.0,100.0,0.0,0.0,0.0,0.0,10.77,13.83,0.0,75.39,0.0,100.0,0.0,0.0,0.0,0.0,57.59,53.57,4.6,4.54,0.33,0.0,3.0,3.0,3.92,3.31,1.19,1.19,0.0,10.66,1.0,0.13,0.0,0.001,2960.0,99.79,0.21,0.0,0.0,0.0,43.0,10184.09,3079.54,2597.48,6.61,165.35,7.84,196.03,,bridge,1.0,1.0,3.0,813855.0,813855.0,250901060.0,250901060.0,250901060.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941499e+16,13726538.0,3.940649673949075e+16,3.546584706598647e+16,308126.0,588812.0,3940649673946622.5,3.940649673946125e+16,1.970324836974578e+16,3.5465847065539576e+16,2.7584547717681668e+16,11284966.0,3940649673949142.5,3150.0,43.17,602.85,166.31,675.49,209.49,1278.33,105147.0,1487.82,491.54,4.3,487.14,0.92,978.68,5.21,54605.0,983.89,1188.17,1283.55,2471.71
312,9999.5951311963,9956.4230992262,639.93,2023-10-29,23:08:15.487,0.5,2.69,0.19,1.19,0.05,28.96,1.0,0.38,0.0,0.0011,22120.0,0.21,1.28,99.0,43.0,26029.55,9663.17,2597.9,5.39,134.68,1.0,25.05,0.23,1.73,0.13,1.23,0.05,9.67,1.0,0.42,0.0,0.0008,25280.0,0.97,0.0,99.0,27.0,11982.42,6919.7,2597.9,3.46,86.58,0.46,11.53,15.68,15.65,0.0,68.67,0.0,100.0,0.0,0.0,0.0,0.0,10.79,13.31,0.0,75.9,0.0,100.0,0.0,0.0,0.0,0.0,57.63,53.56,4.57,4.54,0.33,0.0,3.0,3.0,3.92,3.31,1.19,1.19,0.0,10.65,1.0,0.13,0.0,0.001,2960.0,99.77,0.23,0.0,0.0,0.0,44.0,10195.98,3082.6,2597.9,6.62,165.38,7.85,196.24,,bridge,1.0,1.0,3.0,814121.0,814121.0,251715189.0,251715189.0,251715189.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673941338e+16,13694716.0,3.940649673945542e+16,3.546584706600884e+16,310478.0,586572.0,3940649673947209.5,3.94064967394587e+16,1.576259869579661e+16,3.5465847065546224e+16,2.7584547717682284e+16,11178510.0,3940649673949156.0,7881299347898298.0,43.69,602.12,167.52,675.21,211.21,1277.32,105020.0,1488.54,485.79,4.08,481.8,0.69,967.59,4.77,54616.0,972.35,1178.8,1282.09,2460.89
313,9999.5940323057,9957.7478369883,638.838,2023-10-29,23:08:16.486,0.5,2.7,0.19,1.19,0.04,28.92,1.0,0.38,0.0,0.0011,22320.0,0.21,1.27,99.0,42.0,26048.27,9637.56,2595.04,5.41,135.14,1.0,25.09,0.23,1.73,0.13,1.23,0.05,9.76,1.0,0.42,0.0,0.0008,25520.0,0.96,0.0,99.0,27.0,11959.31,6901.96,2595.04,3.47,86.64,0.46,11.52,15.65,15.54,0.0,68.8,0.0,100.0,0.0,0.0,0.0,0.0,10.77,13.35,0.01,75.87,0.0,100.0,0.0,0.0,0.0,0.0,57.58,53.49,4.59,4.52,0.33,0.0,3.0,3.0,3.93,3.31,1.19,1.19,0.0,10.65,1.0,0.14,0.0,0.001,2960.0,99.79,0.21,0.0,0.0,0.0,44.0,10188.82,3080.81,2595.04,6.61,165.36,7.85,196.31,,bridge,1.0,1.0,3.0,814093.0,814091.0,252529296.0,252529294.0,252529294.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.94064967394161e+16,13675466.0,3.940649673949069e+16,3.546584706601521e+16,312298.0,585452.0,3940649673946692.0,3.940649673945859e+16,1.9703248369745724e+16,3.546584706554845e+16,2.758454771766925e+16,11137826.0,3940649673949142.5,2926.0,43.2,602.27,166.19,674.78,209.39,1277.05,105125.0,1486.44,481.7,4.08,477.65,0.69,959.36,4.77,54532.0,964.12,1168.75,1281.82,2450.56
314,9999.588966276,9957.2788063958,614.217,2023-10-29,23:08:17.486,0.5,2.69,0.19,1.19,0.05,29.02,1.0,0.38,0.0,0.0011,21840.0,0.21,1.27,99.0,42.0,26058.85,9674.82,2597.45,5.39,134.67,1.0,25.08,0.23,1.73,0.13,1.23,0.05,9.63,0.99,0.42,0.0,0.0008,25360.0,0.96,0.01,99.0,27.0,11946.6,6921.23,2597.45,3.45,86.3,0.46,11.5,15.71,15.85,0.0,68.44,0.0,100.0,0.0,0.0,0.0,0.0,10.82,13.8,0.0,75.37,0.0,100.0,0.0,0.0,0.0,0.0,57.65,53.6,4.59,4.54,0.33,0.0,3.0,3.0,3.92,3.31,1.19,1.19,0.0,10.67,1.0,0.13,0.0,0.001,3000.0,99.78,0.22,0.0,0.0,0.0,44.0,10182.77,3080.75,2597.45,6.61,165.26,7.84,196.01,,bridge,1.0,1.0,3.0,814086.0,814086.0,253343392.0,253343392.0,253343392.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673940791e+16,13638450.0,3.940649673948968e+16,3.5465847065601104e+16,241780.0,628222.0,3940649673947713.5,3.94064967394543e+16,2.3643898043694936e+16,3.546584706550911e+16,2.758454771767068e+16,13650686.0,3940649673949156.0,3940649673949422.5,43.23,601.71,165.48,674.02,208.71,1275.73,105018.0,1484.44,482.11,4.25,477.31,0.88,959.41,5.13,54490.0,964.54,1168.13,1280.86,2448.98
315,9999.5952056974,9958.7694360462,15000.0,2023-10-29,23:08:18.487,0.49,2.24,0.22,1.16,0.72,29.64,0.98,0.4,0.0,0.0012,23040.0,0.33,1.3,98.0,43.0,25508.34,11406.7,2598.62,4.47,111.81,0.98,24.54,0.22,1.44,0.16,1.2,0.48,12.06,0.96,0.41,0.0,0.001,25400.0,1.05,0.02,98.0,28.0,11651.26,8074.87,2598.62,2.89,72.15,0.45,11.21,18.87,19.37,0.03,61.73,0.0,100.0,0.0,0.0,0.0,0.0,12.92,16.68,0.04,70.36,0.0,100.0,0.0,0.0,0.0,0.0,58.84,54.68,4.62,4.57,0.33,0.0,3.0,3.0,3.87,3.31,1.17,1.17,0.01,9.33,1.0,0.14,0.0,0.0009,2520.0,99.59,0.41,0.0,0.0,0.0,44.0,10068.59,3038.56,2598.62,6.63,165.68,7.75,193.74,,bridge,1.0,1.0,3.0,813965.0,813968.0,254157371.0,254157371.0,254157371.0,0.0,0.0,0.0,W,0.0,0.0,0.0,305069.0,0.0,0.0,0.0,0.0,3.940649673943853e+16,14548604.0,3.940649673949087e+16,3.54658470660416e+16,328832.0,627858.0,3940649673946748.0,3.94064967394585e+16,1.182194902184744e+16,3.546584706553392e+16,2.7584547717685028e+16,12876080.0,3940649673949156.0,16674.0,69.36,596.41,257.2,700.76,326.57,1297.17,105261.0,1623.74,526.6,13.76,522.24,10.32,1048.85,24.08,54802.0,1072.93,1375.41,1321.26,2696.67
